RegionID,SizeRank,RegionName,RegionType,StateName,2008-02-29,2008-03-31,2008-04-30,2008-05-31,2008-06-30,2008-07-31,2008-08-31,2008-09-30,2008-10-31,2008-11-30,2008-12-31,2009-01-31,2009-02-28,2009-03-31,2009-04-30,2009-05-31,2009-06-30,2009-07-31,2009-08-31,2009-09-30,2009-10-31,2009-11-30,2009-12-31,2010-01-31,2010-02-28,2010-03-31,2010-04-30,2010-05-31,2010-06-30,2010-07-31,2010-08-31,2010-09-30,2010-10-31,2010-11-30,2010-12-31,2011-01-31,2011-02-28,2011-03-31,2011-04-30,2011-05-31,2011-06-30,2011-07-31,2011-08-31,2011-09-30,2011-10-31,2011-11-30,2011-12-31,2012-01-31,2012-02-29,2012-03-31,2012-04-30,2012-05-31,2012-06-30,2012-07-31,2012-08-31,2012-09-30,2012-10-31,2012-11-30,2012-12-31,2013-01-31,2013-02-28,2013-03-31,2013-04-30,2013-05-31,2013-06-30,2013-07-31,2013-08-31,2013-09-30,2013-10-31,2013-11-30,2013-12-31,2014-01-31,2014-02-28,2014-03-31,2014-04-30,2014-05-31,2014-06-30,2014-07-31,2014-08-31,2014-09-30,2014-10-31,2014-11-30,2014-12-31,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-31,2016-01-31,2016-02-29,2016-03-31,2016-04-30,2016-05-31,2016-06-30,2016-07-31,2016-08-31,2016-09-30,2016-10-31,2016-11-30,2016-12-31,2017-01-31,2017-02-28,2017-03-31,2017-04-30,2017-05-31,2017-06-30,2017-07-31,2017-08-31,2017-09-30,2017-10-31,2017-11-30,2017-12-31,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31,2021-11-30,2021-12-31,2022-01-31,2022-02-28,2022-03-31,2022-04-30,2022-05-31,2022-06-30,2022-07-31,2022-08-31,2022-09-30
394602,150,"Fort Collins, CO",msa,CO,235000.0,220000.0,220000.0,223500.0,212000.0,215000.0,216000.0,220000.0,229000.0,220000.0,210000.0,233750.0,213250.0,218690.0,225000.0,208000.0,208000.0,209900.0,210000.0,210500.0,210000.0,214950.0,215000.0,217500.0,234000.0,211500.0,225000.0,217500.0,223900.0,228000.0,225000.0,227500.0,217500.0,220000.0,218375.0,227350.0,230000.0,205763.0,214350.0,219450.0,225000.0,220100.0,222000.0,223000.0,217000.0,220675.0,217000.0,215000.0,215000.0,225000.0,229950.0,232700.0,239000.0,227250.0,236000.0,229200.0,233000.0,225000.0,244500.0,224900.0,220450.0,227000.0,232000.0,230000.0,242500.0,239000.0,245000.0,246000.0,237000.0,233000.0,232750.0,238000.0,235000.0,239100.0,242000.0,250000.0,254000.0,250000.0,250000.0,254900.0,255000.0,250000.0,268000.0,264500.0,257300.0,289450.0,277000.0,279000.0,296500.0,287800.0,287950.0,287500.0,284000.0,280000.0,282500.0,295000.0,298250.0,301000.0,310000.0,318000.0,329000.0,325000.0,315250.0,324500.0,320908.0,320000.0,329000.0,322000.0,337100.0,332000.0,341000.0,350000.0,351210.0,346000.0,350000.0,336750.0,357500.0,350000.0,355000.0,360000.0,361300.0,374500.0,370000.0,383709.0,375710.0,376250.0,375000.0,380000.0,370000.0,374900.0,370000.0,372000.0,372549.0,385000.0,385000.0,394000.0,399900.0,385000.0,390000.0,383000.0,369000.0,369700.0,380000.0,383500.0,372000.0,390000.0,400000.0,400000.0,399000.0,405000.0,415000.0,420250.0,425000.0,402000.0,395000.0,410000.0,427450.0,430000.0,425000.0,460000.0,463950.0,487000.0,475000.0,474000.0,475000.0,475000.0,485000.0,482298.0,520900.0,528500.0,555000.0,555000.0,540000.0,550000.0,537500.0,553000.0
394697,151,"Huntington, WV",msa,OH,77000.0,89750.0,100000.0,110000.0,113000.0,100698.0,110000.0,90000.0,110000.0,86000.0,99300.0,96000.0,96625.0,107750.0,120000.0,115000.0,120000.0,120763.0,99500.0,99900.0,110000.0,107500.0,96500.0,95000.0,99000.0,108000.0,113500.0,111500.0,123000.0,103000.0,123750.0,118000.0,113000.0,115000.0,110000.0,88600.0,113000.0,109000.0,115400.0,108000.0,124500.0,120000.0,124500.0,81500.0,90000.0,99900.0,118250.0,92500.0,115000.0,117500.0,119000.0,115000.0,122000.0,113850.0,115000.0,87250.0,118250.0,130000.0,101250.0,107000.0,116000.0,114425.0,107750.0,122000.0,127500.0,128000.0,121750.0,132250.0,119000.0,105000.0,115000.0,104900.0,107500.0,100000.0,106900.0,113250.0,125000.0,125000.0,130000.0,101500.0,106750.0,107500.0,108500.0,116000.0,119500.0,122000.0,150000.0,144000.0,153000.0,125000.0,135000.0,125000.0,124000.0,130000.0,123700.0,104000.0,120000.0,120000.0,138250.0,120000.0,130250.0,135000.0,130000.0,136750.0,124500.0,137250.0,126950.0,99250.0,107000.0,131863.0,112000.0,127000.0,127000.0,133500.0,135750.0,132000.0,129250.0,119000.0,124000.0,125000.0,122500.0,120000.0,139250.0,131500.0,125470.0,139500.0,125000.0,130000.0,130250.0,134918.0,131750.0,117000.0,137500.0,126000.0,129000.0,135000.0,136000.0,133750.0,139950.0,134750.0,125000.0,120000.0,131750.0,133250.0,137000.0,133500.0,149000.0,121000.0,140000.0,142500.0,146500.0,140000.0,144000.0,143900.0,143000.0,142000.0,150900.0,139250.0,140000.0,158000.0,148750.0,160000.0,139500.0,149000.0,159450.0,149500.0,149450.0,132250.0,145000.0,152000.0,149700.0,155500.0,177000.0,177000.0,157000.0,152500.0
394796,152,"Lincoln, NE",msa,NE,123000.0,126000.0,130000.0,125000.0,129000.0,135000.0,129000.0,126500.0,133000.0,132500.0,126000.0,128500.0,126500.0,125000.0,125500.0,125000.0,130000.0,129000.0,129000.0,124500.0,127000.0,122500.0,119750.0,132000.0,126000.0,130000.0,130000.0,128000.0,126000.0,129750.0,128000.0,134900.0,127250.0,128500.0,130000.0,125000.0,134000.0,131000.0,129000.0,127000.0,128000.0,127000.0,130000.0,128500.0,137000.0,138000.0,120000.0,125000.0,136250.0,128000.0,134500.0,132000.0,135000.0,144000.0,139500.0,127000.0,131950.0,136000.0,131000.0,133950.0,124000.0,132500.0,135000.0,140000.0,143000.0,145000.0,138000.0,142000.0,135000.0,131500.0,135000.0,131500.0,134700.0,132500.0,140000.0,141000.0,142000.0,141000.0,144000.0,143000.0,142000.0,150000.0,136000.0,134500.0,137400.0,145000.0,140175.0,150000.0,160000.0,151000.0,155000.0,150000.0,142000.0,142500.0,155000.0,151000.0,145000.0,153000.0,150000.0,152500.0,164000.0,167500.0,160000.0,162000.0,150000.0,156000.0,153000.0,143500.0,150500.0,155000.0,155000.0,160000.0,166000.0,175950.0,167000.0,165000.0,165000.0,164500.0,166000.0,168000.0,178475.0,170556.0,180000.0,172500.0,195000.0,185000.0,181500.0,185000.0,173000.0,187000.0,178000.0,170555.0,170000.0,187500.0,185000.0,195000.0,196000.0,185000.0,187950.0,192000.0,188000.0,183000.0,183000.0,187000.0,169900.0,190000.0,186500.0,210000.0,195000.0,210500.0,212000.0,207664.0,210000.0,210750.0,203500.0,210000.0,221663.0,219000.0,220000.0,226500.0,229000.0,237500.0,230000.0,235000.0,231000.0,225350.0,230000.0,222000.0,220000.0,244500.0,252000.0,245000.0,260000.0,268000.0,252500.0,250000.0
395033,153,"Rockford, IL",msa,IL,113000.0,112250.0,125000.0,120000.0,125000.0,126000.0,118000.0,127000.0,112500.0,125500.0,113000.0,128572.0,97000.0,110000.0,113750.0,127000.0,124000.0,122750.0,117500.0,120000.0,115250.0,105600.0,99500.0,105250.0,105000.0,114700.0,102000.0,112750.0,110000.0,101000.0,124500.0,114250.0,96500.0,97000.0,111000.0,112750.0,107500.0,102000.0,94000.0,92000.0,84000.0,103000.0,103000.0,93250.0,97000.0,97000.0,98000.0,86750.0,102000.0,85000.0,84500.0,94000.0,95000.0,100000.0,96000.0,88500.0,90000.0,85000.0,83000.0,99450.0,92000.0,96500.0,108000.0,105000.0,105000.0,100000.0,103000.0,81000.0,85000.0,80500.0,80000.0,69000.0,65000.0,79950.0,83764.0,93500.0,95000.0,100000.0,102000.0,100000.0,97000.0,90000.0,87000.0,85000.0,80000.0,85000.0,92500.0,90000.0,102750.0,110000.0,100000.0,101000.0,91000.0,97000.0,99950.0,90000.0,86750.0,102000.0,113000.0,117000.0,119900.0,115000.0,113500.0,118725.0,114000.0,114250.0,115000.0,100000.0,98500.0,110000.0,118500.0,120000.0,122500.0,120000.0,115000.0,124750.0,119000.0,122500.0,121500.0,107000.0,112500.0,115500.0,120000.0,124750.0,130000.0,130500.0,120000.0,132000.0,123000.0,124000.0,116750.0,116500.0,113250.0,117625.0,123125.0,126950.0,134950.0,133000.0,139000.0,133950.0,120000.0,132900.0,130000.0,119000.0,113000.0,134450.0,137000.0,127000.0,134000.0,145000.0,143000.0,143000.0,138000.0,150000.0,131000.0,131000.0,125000.0,128450.0,140000.0,155000.0,155000.0,150000.0,162000.0,150000.0,147250.0,149500.0,150000.0,135000.0,133000.0,148000.0,144250.0,161500.0,179000.0,160000.0,164500.0,164000.0
394645,154,"Greeley, CO",msa,CO,192250.0,195000.0,173750.0,198000.0,190000.0,195000.0,185500.0,178400.0,176750.0,167250.0,175450.0,176000.0,167000.0,179025.0,177250.0,176100.0,188500.0,185000.0,185000.0,158250.0,185000.0,180000.0,173500.0,172950.0,181000.0,189600.0,185500.0,182900.0,170000.0,192500.0,194250.0,175300.0,188500.0,163350.0,165700.0,193000.0,152500.0,168000.0,175000.0,191750.0,185000.0,179200.0,184950.0,175000.0,165000.0,165000.0,162000.0,175800.0,182000.0,166500.0,184950.0,175000.0,189000.0,189250.0,208500.0,195000.0,178950.0,188000.0,187000.0,190000.0,182500.0,198500.0,199000.0,203100.0,197500.0,201000.0,193950.0,188000.0,195000.0,182250.0,195000.0,191000.0,210000.0,210000.0,214172.0,215000.0,210000.0,217000.0,215000.0,218750.0,215000.0,218375.0,218000.0,230000.0,235500.0,229500.0,242000.0,241000.0,235000.0,247400.0,245500.0,242500.0,240535.0,247500.0,244609.0,252500.0,251100.0,250000.0,261102.0,265300.0,271000.0,277500.0,275000.0,270000.0,270000.0,279000.0,277500.0,273500.0,279500.0,287450.0,286500.0,310000.0,297000.0,304998.0,310000.0,308450.0,308250.0,310000.0,315500.0,303000.0,310000.0,320000.0,325000.0,335000.0,325000.0,330000.0,334950.0,325000.0,328000.0,341000.0,327000.0,325750.0,320000.0,341000.0,339177.0,355000.0,341000.0,348000.0,348900.0,345000.0,347700.0,345500.0,345000.0,352500.0,339450.0,359995.0,365000.0,360000.0,363000.0,370000.0,372400.0,377100.0,380000.0,379000.0,385000.0,382000.0,375900.0,410000.0,425000.0,434950.0,439350.0,441750.0,440000.0,440000.0,450000.0,455000.0,461500.0,452500.0,460000.0,485000.0,500000.0,509513.0,510000.0,491653.0,477000.0,480000.0
394622,155,"Gainesville, FL",msa,FL,157750.0,170000.0,165950.0,170000.0,175850.0,169000.0,164150.0,167000.0,159500.0,152250.0,162500.0,160000.0,140000.0,165000.0,188000.0,165000.0,164500.0,155000.0,155000.0,121500.0,149750.0,156950.0,165000.0,162500.0,150650.0,150000.0,161950.0,148950.0,156500.0,147500.0,155350.0,160000.0,152450.0,147000.0,151000.0,122450.0,151000.0,156500.0,135000.0,140000.0,134500.0,131000.0,120000.0,136000.0,129000.0,135000.0,123500.0,131000.0,135000.0,138250.0,124900.0,119000.0,132800.0,134440.0,122800.0,124900.0,135000.0,141500.0,137900.0,110000.0,135000.0,150400.0,149450.0,134500.0,157500.0,148950.0,138950.0,127250.0,137250.0,135000.0,129950.0,124700.0,112000.0,133250.0,135500.0,135000.0,145250.0,150000.0,129000.0,129500.0,149000.0,137000.0,137000.0,153000.0,120000.0,159950.0,148500.0,168000.0,169950.0,152000.0,140000.0,151250.0,135000.0,147000.0,149000.0,146500.0,142900.0,150250.0,170750.0,174900.0,160000.0,158450.0,160000.0,165000.0,175000.0,158000.0,162500.0,164950.0,140700.0,164500.0,171500.0,169000.0,175000.0,179000.0,167700.0,167500.0,175000.0,170000.0,185250.0,171500.0,159900.0,181000.0,178000.0,190000.0,189250.0,187250.0,185000.0,190000.0,177000.0,196500.0,185500.0,179900.0,200000.0,202000.0,193000.0,195000.0,204750.0,198000.0,189000.0,200000.0,211500.0,201000.0,210000.0,196700.0,200000.0,200000.0,218500.0,193500.0,222600.0,219850.0,215164.0,222500.0,226450.0,225000.0,225000.0,225000.0,233000.0,218000.0,235000.0,230000.0,226000.0,244000.0,245250.0,242000.0,261500.0,250500.0,255000.0,228000.0,250000.0,256250.0,264950.0,283450.0,280000.0,290000.0,265000.0,261000.0
394405,156,"Boulder, CO",msa,CO,330000.0,303000.0,336950.0,332000.0,330000.0,311000.0,319000.0,315000.0,295000.0,302588.0,300351.0,299000.0,285000.0,301999.0,285000.0,285000.0,296500.0,305000.0,302500.0,298000.0,290000.0,289450.0,294750.0,300000.0,318500.0,309950.0,293000.0,295500.0,334000.0,355750.0,360000.0,350000.0,354500.0,333500.0,321750.0,329000.0,310000.0,325490.0,319875.0,320000.0,334000.0,327000.0,303000.0,301500.0,320000.0,350558.0,317500.0,331000.0,342000.0,346750.0,324250.0,379000.0,349000.0,325000.0,335500.0,321250.0,329900.0,309534.0,336000.0,311250.0,335000.0,329000.0,334500.0,353000.0,371866.0,335000.0,326625.0,328700.0,329000.0,317000.0,336000.0,327450.0,330000.0,352500.0,340000.0,329900.0,355500.0,355000.0,350000.0,335000.0,346000.0,344450.0,326250.0,339250.0,328050.0,391500.0,368500.0,415000.0,380500.0,400000.0,369650.0,364900.0,385000.0,385000.0,400000.0,397500.0,394483.0,445000.0,432750.0,436000.0,462875.0,445000.0,426600.0,414000.0,430000.0,440000.0,404658.0,466300.0,422000.0,447000.0,484900.0,483500.0,465000.0,460000.0,467000.0,464500.0,465000.0,429000.0,499950.0,499000.0,480500.0,525000.0,527000.0,539900.0,536000.0,509325.0,490000.0,520000.0,515000.0,483000.0,553500.0,498950.0,520000.0,500000.0,555000.0,550000.0,530680.0,525000.0,519000.0,515000.0,519725.0,520000.0,515000.0,522500.0,524700.0,549063.0,550000.0,521000.0,515000.0,550375.0,575000.0,582500.0,578000.0,565000.0,560000.0,560000.0,549000.0,600000.0,700000.0,625000.0,666000.0,650000.0,627000.0,612750.0,699000.0,659000.0,631000.0,635000.0,720000.0,765000.0,750000.0,808000.0,761713.0,727500.0,710000.0,723978.0
394808,157,"Lubbock, TX",msa,TX,99000.0,101000.0,103000.0,108500.0,103500.0,105000.0,109950.0,107150.0,113000.0,106750.0,110000.0,102000.0,108500.0,103750.0,112500.0,109850.0,113700.0,110000.0,112900.0,110000.0,112450.0,110000.0,111000.0,111500.0,103900.0,107900.0,113000.0,112000.0,116500.0,114900.0,112000.0,112000.0,118000.0,113250.0,109900.0,109750.0,109225.0,117200.0,105000.0,119331.0,115000.0,116250.0,120000.0,123000.0,102000.0,118500.0,120000.0,107500.0,112500.0,119950.0,111900.0,122500.0,125000.0,120500.0,120000.0,114800.0,119000.0,120100.0,117000.0,105000.0,124750.0,120000.0,120000.0,127000.0,123900.0,122900.0,123375.0,117020.0,128000.0,127000.0,125500.0,117000.0,124550.0,125000.0,130000.0,126250.0,138250.0,132250.0,127000.0,140356.0,132000.0,127000.0,130000.0,132400.0,125000.0,128381.0,127225.0,136436.0,135000.0,129950.0,136000.0,128000.0,135000.0,130000.0,126613.0,140000.0,135000.0,140000.0,151618.0,147500.0,142750.0,149000.0,155000.0,147500.0,151000.0,144500.0,141000.0,130000.0,131277.0,140000.0,152000.0,152096.0,159900.0,152500.0,145000.0,149250.0,154900.0,154950.0,154400.0,147000.0,150000.0,150605.0,161000.0,154900.0,163000.0,162700.0,159000.0,163863.0,157102.0,155000.0,167000.0,150000.0,176500.0,156750.0,165000.0,172500.0,173000.0,169900.0,172000.0,167000.0,175500.0,163000.0,162500.0,149950.0,175000.0,168950.0,177399.0,177000.0,182000.0,192000.0,185500.0,187250.0,180000.0,196000.0,181000.0,180000.0,191500.0,185000.0,185000.0,206750.0,211000.0,212000.0,200000.0,210000.0,209500.0,215000.0,205000.0,189950.0,205000.0,233750.0,220000.0,229750.0,242000.0,227000.0,225000.0,225000.0
395109,158,"Spartanburg, SC",msa,SC,120500.0,110000.0,111000.0,113200.0,106000.0,117450.0,104950.0,104000.0,105400.0,99090.0,109900.0,100250.0,109900.0,105000.0,111000.0,110800.0,119000.0,129900.0,112500.0,114600.0,110000.0,111200.0,109900.0,92000.0,95500.0,113900.0,111500.0,107750.0,119000.0,120000.0,122750.0,106000.0,119900.0,119250.0,104683.0,97500.0,112250.0,105000.0,103900.0,105000.0,113900.0,118000.0,123210.0,100500.0,105000.0,100000.0,96500.0,115000.0,101750.0,105000.0,108000.0,103000.0,120000.0,110000.0,115100.0,108500.0,118000.0,110000.0,113500.0,112000.0,105900.0,105000.0,108000.0,125000.0,116000.0,122500.0,118950.0,118000.0,112000.0,107000.0,122500.0,116000.0,99000.0,111450.0,111400.0,119500.0,120000.0,119900.0,129900.0,119250.0,114639.0,124250.0,125000.0,126000.0,112000.0,124950.0,122500.0,123000.0,132500.0,131000.0,128000.0,123000.0,122200.0,119500.0,123500.0,125000.0,114950.0,127000.0,124800.0,128000.0,129451.0,131000.0,139950.0,139900.0,131750.0,135000.0,132000.0,130000.0,134500.0,129900.0,136950.0,139900.0,154900.0,139900.0,142000.0,149000.0,143800.0,150000.0,148475.0,135900.0,158900.0,162500.0,152365.0,155000.0,159700.0,156070.0,160000.0,159400.0,158000.0,155000.0,157000.0,148000.0,164588.0,160000.0,162250.0,170000.0,175000.0,175000.0,174900.0,168990.0,165995.0,175000.0,173750.0,165000.0,172000.0,174500.0,180000.0,180500.0,181000.0,189800.0,203400.0,189900.0,195000.0,195500.0,191000.0,189700.0,191500.0,200000.0,200000.0,207250.0,220300.0,220995.0,221000.0,223700.0,220000.0,228000.0,225995.0,220000.0,240000.0,225000.0,245050.0,240000.0,261000.0,253500.0,250000.0,250000.0
394646,159,"Green Bay, WI",msa,WI,130000.0,140500.0,130700.0,135000.0,139900.0,144000.0,142000.0,134000.0,136850.0,140000.0,125200.0,126200.0,112750.0,136050.0,128000.0,140994.0,128500.0,125500.0,129200.0,124750.0,122000.0,122500.0,126500.0,121650.0,123000.0,127000.0,127950.0,127000.0,134000.0,137750.0,144500.0,130000.0,124450.0,142500.0,132150.0,132000.0,129950.0,115000.0,124750.0,137000.0,135000.0,130250.0,134000.0,121000.0,129500.0,134500.0,138000.0,115900.0,116095.0,131500.0,116450.0,133750.0,132500.0,135000.0,143450.0,127900.0,126700.0,135700.0,126500.0,128000.0,114900.0,138250.0,131000.0,134900.0,135500.0,138814.0,138000.0,140400.0,128000.0,129900.0,115000.0,129900.0,134700.0,137400.0,135000.0,147700.0,143900.0,150500.0,149650.0,149900.0,138000.0,138000.0,135000.0,132500.0,130000.0,129150.0,137700.0,145000.0,148000.0,152000.0,155000.0,146500.0,140000.0,147000.0,140000.0,139950.0,145000.0,136500.0,148900.0,154500.0,154900.0,150000.0,163450.0,149900.0,153700.0,145500.0,154650.0,149100.0,158250.0,149650.0,157500.0,159900.0,157750.0,173700.0,168000.0,155000.0,159000.0,163250.0,163000.0,168000.0,167000.0,173000.0,170000.0,179000.0,187000.0,172000.0,173300.0,171500.0,175000.0,181500.0,173000.0,162500.0,173250.0,164000.0,183000.0,184000.0,194950.0,200000.0,190000.0,190000.0,185000.0,185500.0,179200.0,174900.0,169900.0,186000.0,185000.0,187000.0,194000.0,206000.0,208000.0,195500.0,205000.0,201000.0,189900.0,192100.0,182650.0,210000.0,206750.0,215100.0,227000.0,250000.0,234800.0,224900.0,240000.0,253200.0,230000.0,215000.0,229800.0,240450.0,260000.0,262000.0,251900.0,255000.0,270000.0,260050.0
395107,160,"South Bend, IN",msa,IN,88590.0,84900.0,103000.0,94000.0,103000.0,115000.0,96100.0,86000.0,90500.0,80000.0,92250.0,66500.0,78500.0,75000.0,109000.0,93900.0,114000.0,110000.0,103750.0,96000.0,90000.0,90000.0,97500.0,65000.0,88000.0,92000.0,92500.0,106000.0,104900.0,101750.0,90000.0,93500.0,88000.0,112250.0,94200.0,83250.0,76000.0,79950.0,99900.0,86500.0,94500.0,97000.0,96000.0,100000.0,88200.0,85000.0,80000.0,75000.0,74400.0,80000.0,90000.0,96645.0,99475.0,117000.0,105000.0,96500.0,95900.0,102250.0,100130.0,84000.0,78500.0,91500.0,98750.0,97250.0,116250.0,116450.0,118250.0,105000.0,115000.0,104040.0,89200.0,96000.0,92000.0,93500.0,99000.0,106000.0,113000.0,115000.0,120500.0,115000.0,111430.0,87500.0,95000.0,87750.0,87250.0,115000.0,96125.0,117700.0,129000.0,117000.0,127000.0,109700.0,114450.0,110000.0,108500.0,97500.0,85000.0,95000.0,118000.0,125500.0,129000.0,126750.0,122750.0,125000.0,120074.0,112000.0,117000.0,111000.0,111500.0,113000.0,127000.0,135000.0,125000.0,140250.0,135500.0,136500.0,137000.0,139850.0,118500.0,130000.0,119900.0,125000.0,130500.0,121950.0,144500.0,149900.0,142684.0,146000.0,130000.0,134250.0,125000.0,136000.0,120000.0,122000.0,140000.0,147500.0,155000.0,148000.0,158500.0,156053.0,139900.0,138250.0,144450.0,127000.0,125000.0,150000.0,158250.0,150000.0,163400.0,166000.0,170000.0,155000.0,160000.0,165500.0,166000.0,140000.0,142000.0,143000.0,164000.0,172000.0,170000.0,180000.0,189900.0,173950.0,172000.0,182000.0,170000.0,152000.0,155000.0,186000.0,179000.0,195000.0,215000.0,210000.0,189000.0,218500.0
394488,161,"Columbus, GA",msa,GA,140000.0,132500.0,146000.0,135000.0,139500.0,142900.0,148500.0,153000.0,125000.0,151500.0,132700.0,136950.0,127500.0,142071.0,126100.0,146205.0,149900.0,164900.0,137500.0,143900.0,137750.0,128250.0,129000.0,110000.0,119950.0,116225.0,128000.0,125000.0,128450.0,132900.0,139200.0,132000.0,135000.0,137750.0,141500.0,130950.0,150000.0,140000.0,145000.0,145000.0,140750.0,155000.0,150000.0,125400.0,133950.0,145400.0,138000.0,110750.0,117500.0,138000.0,150000.0,130000.0,142500.0,145000.0,128700.0,129450.0,138250.0,126000.0,147000.0,134000.0,120000.0,126500.0,130700.0,134500.0,135860.0,129775.0,136666.0,120200.0,110000.0,120000.0,135000.0,143650.0,120000.0,117500.0,135850.0,131000.0,139900.0,143250.0,129000.0,118750.0,139900.0,120000.0,152580.0,111000.0,126500.0,119900.0,123509.0,142000.0,158000.0,151400.0,145000.0,145000.0,132500.0,133950.0,139250.0,126000.0,139900.0,149900.0,151000.0,150000.0,160000.0,156000.0,142000.0,134000.0,129900.0,146000.0,134200.0,120000.0,141950.0,136250.0,137250.0,144350.0,150000.0,164801.0,143000.0,137750.0,161000.0,144900.0,135000.0,126900.0,149950.0,136750.0,156000.0,161500.0,164950.0,165000.0,153000.0,159000.0,149000.0,167900.0,157000.0,135698.0,159900.0,155000.0,159950.0,176750.0,177900.0,172450.0,167500.0,161490.0,166000.0,171500.0,166500.0,161000.0,158500.0,175000.0,171900.0,175000.0,175000.0,180000.0,174250.0,185750.0,189000.0,182750.0,190000.0,178250.0,169575.0,181250.0,185000.0,190000.0,215000.0,207500.0,190450.0,199900.0,195500.0,185000.0,207000.0,195000.0,189650.0,205100.0,225000.0,202000.0,215000.0,200000.0,201500.0,213950.0
394579,162,"Evansville, IN",msa,IN,103500.0,96000.0,99730.0,102250.0,108500.0,120000.0,113900.0,105500.0,104000.0,108000.0,96900.0,76145.0,108000.0,109500.0,102500.0,111250.0,116000.0,111900.0,109000.0,99900.0,109250.0,106200.0,109950.0,94200.0,111765.0,110950.0,104950.0,119700.0,110000.0,112500.0,114500.0,114250.0,107839.0,107750.0,124500.0,89950.0,118375.0,112300.0,120000.0,118500.0,118000.0,119000.0,118050.0,109000.0,128000.0,114000.0,115000.0,99000.0,114000.0,122500.0,104750.0,123000.0,125000.0,119750.0,120000.0,123000.0,120000.0,121000.0,109250.0,115000.0,115000.0,117000.0,105000.0,125000.0,132000.0,122500.0,117500.0,119000.0,113750.0,122400.0,109900.0,100600.0,102000.0,113950.0,122700.0,122700.0,120500.0,120900.0,130000.0,121500.0,126450.0,124568.0,124900.0,117000.0,110000.0,128000.0,124200.0,128068.0,134000.0,131700.0,130000.0,123500.0,125150.0,128000.0,121650.0,130000.0,125000.0,120000.0,129900.0,130000.0,140000.0,139900.0,134000.0,140250.0,133500.0,130750.0,132500.0,127750.0,126950.0,139000.0,127900.0,130000.0,143450.0,132750.0,135000.0,135000.0,132500.0,125200.0,135000.0,149450.0,131650.0,142700.0,145000.0,147000.0,154900.0,152250.0,135750.0,143750.0,149950.0,145250.0,145000.0,137000.0,135000.0,152500.0,146500.0,154900.0,149950.0,153977.0,160000.0,159450.0,158500.0,159900.0,151200.0,149900.0,151500.0,149000.0,146500.0,155400.0,159650.0,162500.0,170000.0,173250.0,167400.0,166900.0,162450.0,165000.0,164500.0,165000.0,170000.0,176326.0,185300.0,199900.0,182000.0,185000.0,189000.0,175000.0,180000.0,171000.0,167250.0,177000.0,200000.0,195000.0,198000.0,183950.0,195170.0,185000.0
394471,163,"Clarksville, TN",msa,TN,114000.0,104500.0,112500.0,125000.0,123900.0,123131.0,112450.0,115000.0,119035.0,115000.0,115000.0,123500.0,119950.0,122500.0,123450.0,135000.0,130000.0,129200.0,125000.0,119900.0,119925.0,114250.0,109000.0,120000.0,117000.0,122500.0,126800.0,122100.0,130000.0,130500.0,124500.0,112900.0,120500.0,119900.0,119700.0,137000.0,127500.0,124500.0,120000.0,130000.0,135000.0,132000.0,128500.0,130000.0,123950.0,127000.0,128000.0,131000.0,129723.0,138500.0,129250.0,128500.0,135000.0,134950.0,143500.0,133887.0,128950.0,132830.0,126500.0,121200.0,136000.0,124500.0,123000.0,138500.0,139900.0,149000.0,130350.0,123250.0,128000.0,124500.0,123000.0,125450.0,131800.0,135000.0,129000.0,132300.0,139000.0,135000.0,139900.0,136000.0,138500.0,131750.0,127975.0,139225.0,133000.0,138000.0,132500.0,139000.0,150000.0,149250.0,141000.0,140000.0,138500.0,133900.0,145000.0,135000.0,140500.0,140000.0,137250.0,144000.0,144051.0,164900.0,154000.0,145000.0,154000.0,147000.0,145000.0,137750.0,149950.0,147200.0,144350.0,145500.0,147096.0,159000.0,150000.0,150000.0,153670.0,149500.0,153000.0,150000.0,160000.0,155000.0,165000.0,165000.0,172725.0,172500.0,165000.0,170000.0,161250.0,155000.0,167000.0,159500.0,167000.0,165000.0,178500.0,178500.0,184250.0,187450.0,180000.0,177000.0,170000.0,169950.0,175000.0,179900.0,176000.0,178000.0,187000.0,185500.0,190000.0,200000.0,200000.0,202000.0,205000.0,205000.0,204000.0,200850.0,205000.0,200550.0,230000.0,230000.0,240000.0,240000.0,242000.0,241500.0,249000.0,245000.0,240000.0,244250.0,265000.0,275000.0,278000.0,275050.0,297750.0,288000.0,265000.0,265000.0
